pid,Number,Name,Type1,Type2,HP,Spa,Spd,Spe,Att,Def,Experience,FinalEvolution,CatchRate,Legendary,outterR,innerR,leftX1,leftX2,rightX2,rightX1,innerX,Height,Weight,BMI
898,777,Togedemaru,Electric,Steel,60,60,100,60,98,63,1000000,1,180,0,8.05,2.0125,171.95,179.7375,188.05,183.7625,181.75,0.3,40,444.4
899,778,Mimikyu,Ghost,Fairy,60,100,60,120,90,80,1000000,1,45,0,8.5,2.125,36.5,43.375,53.5,47.625,45.5,0.3,0.3,3.3
900,779,Bruxish,Water,Psychic,65,75,95,65,105,70,1000000,1,80,0,8.75,2.1875,71.25,79.5625,88.75,83.9375,81.75,0.4,19.9,124.4
901,780,Drampa,Normal,Dragon,60,91,85,36,60,85,1000000,1,70,0,7.25,1.8125,62.75,66.9375,77.25,70.5625,68.75,2,212,53
902,781,Dhelmise,Ghost,Grass,65,40,73,96,131,100,1000000,1,25,0,11.55,2.8875,13.45,23.6625,36.55,29.4375,26.55,0.3,3.3,36.7
903,819,Skwovet,Normal,,55,50,105,96,55,55,1000000,0,255,0,5.5,1.375,249.5,253.625,260.5,256.375,255,0.2,0.7,17.5
904,820,Greedent,Normal,,68,70,70,92,95,95,1000000,1,90,0,9.5,2.375,80.5,87.625,99.5,92.375,90,0.9,19,23.5
905,824,Blipbug,Bug,,78,135,91,36,20,20,1000000,0,255,0,2,0.5,253,254.5,257,255.5,255,3,185,20.6
906,825,Dottler,Bug,Psychic,70,86,90,40,35,80,1000000,0,120,0,5.75,1.4375,114.25,116.3125,125.75,119.1875,117.75,3.9,210,13.8
907,826,Orbeetle,Bug,Psychic,45,45,45,45,45,110,1000000,1,45,0,7.75,1.9375,37.25,39.8125,52.75,43.6875,41.75,0.6,29.7,82.5
908,829,Gossifleur,Grass,,55,65,70,65,40,60,1000000,0,190,0,5,1.25,185,187.75,195,190.25,189,1.2,47,32.6
909,830,Eldegoss,Grass,,75,100,105,85,50,90,1000000,1,75,0,7,1.75,68,71.25,82,74.75,73,1.6,78.2,30.5
910,831,Wooloo,Normal,,70,95,75,130,40,55,1000000,0,255,0,4.75,1.1875,250.25,253.0625,259.75,255.4375,254.25,1.8,20.5,6.3
911,832,Dubwool,Normal,,70,130,115,95,80,100,1000000,1,127,0,9,2.25,118,123.75,136,128.25,126,1.2,18.6,12.9
912,833,Chewtle,Water,,70,85,95,75,64,50,1000000,0,255,0,5.7,1.425,249.3,254.275,260.7,257.125,255.7,1.9,45.5,12.6
913,834,Drednaw,Water,Rock,70,95,130,85,115,90,1000000,1,75,0,10.25,2.5625,64.75,73.6875,85.25,78.8125,76.25,1.3,21.2,12.5
914,843,Silicobra,Ground,,43,29,31,37,57,75,1000000,0,255,0,6.6,1.65,248.4,252.45,261.6,255.75,254.1,0.2,0.1,2.5
915,844,Sandaconda,Ground,,43,29,131,37,107,125,1000000,1,120,0,11.6,2.9,108.4,116.2,131.6,122,119.1,0.1,999.9,99990
916,845,Cramorant,Flying,Water,137,113,89,97,85,55,1000000,1,45,0,7,1.75,38,44.75,52,48.25,46.5,3.4,230,19.9
917,850,Sizzlipede,Fire,Bug,137,137,107,97,65,45,1000000,0,190,0,5.5,1.375,184.5,189.625,195.5,192.375,191,4,120,7.5
918,851,Centiskorch,Fire,Bug,109,127,131,103,115,65,1000000,1,75,0,9,2.25,66,75.25,84,79.75,77.5,1.2,55.5,38.5
919,854,Sinistea,Ghost,,107,53,53,79,45,45,1000000,0,120,0,4.5,1.125,115.5,118.875,124.5,121.125,120,2.4,333.6,57.9
920,855,Polteageist,Ghost,,71,137,37,151,65,65,1000000,1,60,0,6.5,1.625,53.5,58.375,66.5,61.625,60,1.8,25,7.7
921,859,Impidimp,Dark,Fairy,83,173,71,83,45,30,1000000,0,255,0,3.75,0.9375,251.25,254.8125,258.75,256.6875,255.75,3.8,100,6.9
922,860,Morgrem,Dark,Fairy,97,107,101,61,60,45,1000000,0,120,0,5.25,1.3125,114.75,119.4375,125.25,122.0625,120.75,9.2,999.9,11.8
923,861,Grimmsnarl,Dark,Fairy,59,59,31,109,120,65,1000000,1,45,0,9.25,2.3125,35.75,45.4375,54.25,50.0625,47.75,0.3,0.1,1.1
924,862,Obstagoon,Dark,Normal,223,97,53,43,90,101,1000000,1,45,0,9.55,2.3875,35.45,42.0625,54.55,46.8375,44.45,5.5,888,29.4
925,863,Perrserker,Steel,,97,127,89,79,110,100,1000000,1,90,0,10.5,2.625,79.5,87.875,100.5,93.125,90.5,2.4,230,39.9
926,865,Sirfetch'd,Fighting,,97,113,109,77,135,95,1000000,1,45,0,11.5,2.875,33.5,44.125,56.5,49.875,47,3.8,460,31.9
927,866,Mr. Rime,Ice,Psychic,97,157,127,77,85,75,1000000,1,45,0,8,2,37,43.5,53,47.5,45.5,4.2,350,19.8
928,867,Runerigus,Ground,Ghost,97,167,97,129,95,145,1000000,1,90,0,12,3,78,84.5,102,90.5,87.5,7.5,230,4.1
929,868,Milcery,Fairy,,80,130,115,65,40,40,1000000,0,200,0,4,1,196,199,204,201,200,1,80.5,80.5
930,869,Alcremie,Fairy,,90,90,90,125,60,75,1000000,1,100,0,6.75,1.6875,93.25,97.5625,106.75,100.9375,99.25,0.7,22.2,45.3
931,870,Falinks,Fighting,,67,73,67,73,100,100,1000000,1,45,0,10,2.5,35,42.5,55,47.5,45,0.6,1.8,5
932,871,Pincurchin,Electric,,73,127,73,121,101,95,1000000,1,75,0,9.8,2.45,65.2,72.85,84.8,77.75,75.3,3.6,150,11.6
933,872,Snom,Ice,Bug,61,53,101,13,25,35,1000000,0,190,0,3,0.75,187,188.75,193,190.25,189.5,5.5,820,27.1
934,873,Frosmoth,Ice,Bug,53,151,79,107,65,60,1000000,1,75,0,6.25,1.5625,68.75,73.6875,81.25,76.8125,75.25,1.8,13,4
935,877,Morpeko,Electric,Dark,88,102,80,143,95,58,1000000,1,180,0,7.65,1.9125,172.35,179.9375,187.65,183.7625,181.85,1.5,44.5,19.8
936,878,Cufant,Steel,,46,55,35,34,80,49,1000000,0,190,0,6.45,1.6125,183.55,189.9375,196.45,193.1625,191.55,0.2,8,200
937,879,Copperajah,Steel,,135,80,65,34,130,69,1000000,1,90,0,9.95,2.4875,80.05,90.5625,99.95,95.5375,93.05,2.5,800,128
938,884,Duraludon,Steel,Dragon,50,40,40,65,95,115,1000000,1,45,0,10.5,2.625,34.5,41.375,55.5,46.625,44,0.3,5,55.6
939,35,Clefairy,Fairy,,70,55,60,80,45,48,800000,0,150,0,4.65,1.1625,145.35,148.6875,154.65,151.0125,149.85,0.7,14,28.6
940,36,Clefable,Fairy,,100,60,70,85,70,73,800000,1,25,0,7.15,1.7875,17.85,23.0625,32.15,26.6375,24.85,2.1,90,20.4
941,39,Jigglypuff,Normal,Fairy,50,40,40,69,45,20,800000,0,170,0,3.25,0.8125,166.75,170.4375,173.25,172.0625,171.25,0.3,4.5,50
942,40,Wigglytuff,Normal,Fairy,65,55,60,94,70,45,800000,1,50,0,5.75,1.4375,44.25,49.8125,55.75,52.6875,51.25,0.6,9,25
943,113,Chansey,Normal,,80,65,75,119,5,5,800000,0,30,0,0.5,0.125,29.5,29.875,30.5,30.125,30,1.4,33,16.8
944,165,Ledyba,Bug,Flying,50,70,40,70,20,30,800000,0,255,0,2.5,0.625,252.5,253.875,257.5,255.125,254.5,0.3,4,44.4
945,166,Ledian,Bug,Flying,65,95,55,90,35,50,800000,1,90,0,4.25,1.0625,85.75,88.1875,94.25,90.3125,89.25,0.7,11.5,23.5
946,167,Spinarak,Bug,Poison,70,125,65,120,60,40,800000,0,255,0,5,1.25,250,254.75,260,257.25,256,1.9,45.2,12.5
947,168,Ariados,Bug,Poison,70,35,35,25,90,70,800000,1,90,0,8,2,82,89,98,93,91,0.3,2.5,27.8
948,173,Cleffa,Fairy,,120,55,75,20,25,28,800000,0,150,0,2.65,0.6625,147.35,149.1875,152.65,150.5125,149.85,0.6,6,16.7
949,174,Igglybuff,Normal,Fairy,38,33,35,57,30,15,800000,0,170,0,2.25,0.5625,167.75,170.1875,172.25,171.3125,170.75,0.2,1.8,45
950,175,Togepi,Fairy,,68,43,55,77,20,65,800000,0,190,0,4.25,1.0625,185.75,186.6875,194.25,188.8125,187.75,0.8,16,25
951,176,Togetic,Fairy,Flying,98,53,85,67,40,85,800000,0,75,0,6.25,1.5625,68.75,71.1875,81.25,74.3125,72.75,2.2,75,15.5
952,183,Marill,Water,Fairy,25,25,45,45,20,50,800000,0,190,0,3.5,0.875,186.5,187.625,193.5,189.375,188.5,0.4,8,50
953,184,Azumarill,Water,Fairy,50,50,90,30,50,80,800000,1,75,0,6.5,1.625,68.5,71.875,81.5,75.125,73.5,0.4,19.5,121.9
954,190,Aipom,Normal,,60,80,120,90,70,55,800000,0,45,0,6.25,1.5625,38.75,44.1875,51.25,47.3125,45.75,0.4,40.8,255
955,200,Misdreavus,Ghost,,40,47,52,50,60,60,800000,0,45,0,6,1.5,39,43.5,51,46.5,45,0.6,8.9,24.7
956,209,Snubbull,Fairy,,70,87,92,90,80,50,800000,0,190,0,6.5,1.625,183.5,189.875,196.5,193.125,191.5,1.2,19.9,13.8
957,210,Granbull,Fairy,,40,40,60,10,120,75,800000,1,75,0,9.75,2.4375,65.25,74.8125,84.75,79.6875,77.25,0.4,2.2,13.8
958,222,Corsola,Water,Rock,60,80,120,60,55,95,800000,1,60,0,7.5,1.875,52.5,56.125,67.5,59.875,58,0.5,2.5,10
959,222,Galarian Corsola,Ghost,,42,40,45,48,55,100,800000,0,60,0,7.75,1.9375,52.25,55.8125,67.75,59.6875,57.75,0.6,6,16.7
960,225,Delibird,Ice,Flying,72,60,90,88,55,45,800000,1,45,0,5,1.25,40,44.25,50,46.75,45.5,1.3,43,25.4
961,235,Smeargle,Normal,,50,38,38,44,20,35,800000,1,45,0,2.75,0.6875,42.25,43.5625,47.75,44.9375,44.25,0.3,8.5,94.4
962,242,Blissey,Normal,,90,48,68,74,10,10,800000,1,30,0,1,0.25,29,29.75,31,30.25,30,1,115.5,115.5
963,298,Azurill,Normal,Fairy,59,40,50,26,20,40,800000,0,150,0,3,0.75,147,148.25,153,149.75,149,0.3,13.5,150
964,300,Skitty,Normal,,69,90,60,121,45,45,800000,0,255,0,4.5,1.125,250.5,253.875,259.5,256.125,255,1,34,34
965,301,Delcatty,Normal,,30,40,50,30,65,65,800000,1,60,0,6.5,1.625,53.5,58.375,66.5,61.625,60,0.3,12,133.3
966,303,Mawile,Steel,Fairy,80,60,70,50,85,85,800000,1,45,0,8.5,2.125,36.5,42.875,53.5,47.125,45,1.1,78,64.5
967,303,Mega Mawile,Steel,Fairy,110,80,90,30,105,125,800000,1,45,0,11.5,2.875,33.5,41.125,56.5,46.875,44,2.8,310.5,39.6
968,325,Spoink,Psychic,,40,40,40,20,25,35,800000,0,255,0,3,0.75,252,253.75,258,255.25,254.5,0.2,0.5,12.5
969,326,Grumpig,Psychic,,70,95,60,70,45,65,800000,1,60,0,5.5,1.375,54.5,57.625,65.5,60.375,59,0.3,1,11.1
970,327,Spinda,Normal,,110,100,80,30,60,60,800000,1,255,0,6,1.5,249,253.5,261,256.5,255,0.4,13,81.3
971,337,Lunatone,Rock,Psychic,52,35,50,46,55,65,800000,1,45,0,6,1.5,39,43,51,46,44.5,2.2,7.6,1.6
972,338,Solrock,Rock,Psychic,72,65,70,71,95,85,800000,1,45,0,9,2.25,36,43.25,54,47.75,45.5,3.8,65.5,4.5
973,353,Shuppet,Ghost,,70,85,95,85,75,35,800000,0,225,0,5.5,1.375,219.5,225.625,230.5,228.375,227,0.8,18,28.1
974,354,Banette,Ghost,,41,40,30,66,115,65,800000,1,45,0,9,2.25,36,45.25,54,49.75,47.5,0.5,1,4
975,354,Mega Banette,Ghost,,61,60,50,136,165,75,800000,1,45,0,12,3,33,46.5,57,52.5,49.5,1.3,30,17.8
976,355,Duskull,Ghost,,40,54,35,40,40,90,800000,0,190,0,6.5,1.625,183.5,185.875,196.5,189.125,187.5,0.4,11,68.8
977,356,Dusclops,Ghost,,75,114,70,75,70,130,800000,0,90,0,10,2.5,80,84.5,100,89.5,87,1.6,40,15.6
978,358,Chimecho,Psychic,,50,50,50,45,50,80,800000,1,45,0,6.5,1.625,38.5,41.875,51.5,45.125,43.5,0.7,1,2
979,370,Luvdisc,Water,,100,90,90,65,30,55,800000,1,225,0,4.25,1.0625,220.75,222.6875,229.25,224.8125,223.75,3,120,13.3
980,424,Ambipom,Normal,,50,50,50,32,100,66,800000,1,45,0,8.3,2.075,36.7,44.625,53.3,48.775,46.7,0.6,4,11.1
981,429,Mismagius,Ghost,,80,70,80,42,60,60,800000,1,45,0,6,1.5,39,43.5,51,46.5,45,1.6,39,15.2
982,431,Glameow,Normal,,40,74,54,50,55,42,800000,0,190,0,4.85,1.2125,185.15,189.4375,194.85,191.8625,190.65,0.1,0.2,20
983,432,Purugly,Normal,,60,134,114,70,82,64,800000,1,75,0,7.3,1.825,67.7,74.075,82.3,77.725,75.9,0.2,0.4,10
984,433,Chingling,Psychic,,42,56,53,39,30,50,800000,0,120,0,4,1,116,118,124,120,119,0.4,3.4,21.3
985,440,Happiny,Normal,,57,86,73,49,5,5,800000,0,130,0,0.5,0.125,129.5,129.875,130.5,130.125,130,0.6,4.8,13.3
986,468,Togekiss,Fairy,Flying,57,136,103,29,50,95,800000,1,30,0,7.25,1.8125,22.75,25.9375,37.25,29.5625,27.75,2.1,5,1.1
987,477,Dusknoir,Ghost,,45,55,40,50,100,135,800000,1,45,0,11.75,2.9375,33.25,40.3125,56.75,46.1875,43.25,0.4,5.5,34.4
988,517,Munna,Psychic,,65,75,55,70,25,45,800000,0,190,0,3.5,0.875,186.5,188.125,193.5,189.875,189,0.8,12.5,19.5
989,518,Musharna,Psychic,,95,95,75,60,55,85,800000,1,75,0,7,1.75,68,71.75,82,75.25,73.5,1.5,61,27.1
990,531,Audino,Normal,,93,60,81,95,60,86,800000,1,255,0,7.3,1.825,247.7,251.875,262.3,255.525,253.7,1.6,46,18
991,531,Mega Audino,Normal,Fairy,70,50,60,50,60,126,800000,1,255,0,9.3,2.325,245.7,249.375,264.3,254.025,251.7,0.8,28,43.8
992,572,Minccino,Normal,,60,145,130,30,50,40,800000,0,255,0,4.5,1.125,250.5,254.375,259.5,256.625,255.5,1,0.4,0.4
993,573,Cinccino,Normal,,62,68,82,65,95,60,800000,1,60,0,7.75,1.9375,52.25,59.8125,67.75,63.6875,61.75,0.8,117,182.8
994,594,Alomomola,Water,,80,110,100,70,75,80,800000,1,75,0,7.75,1.9375,67.25,72.8125,82.75,76.6875,74.75,1.5,58.2,25.9
995,707,Klefki,Steel,Fairy,58,50,105,30,80,91,800000,1,75,0,8.55,2.1375,66.45,72.3125,83.55,76.5875,74.45,1.6,66.6,26
996,746,Wishiwashi,Water,,45,50,61,34,20,20,800000,0,60,0,2,0.5,58,59.5,62,60.5,60,0.2,0.3,7.5
997,746,Wishiwashi School,Water,,65,110,121,64,140,130,800000,0,60,0,13.5,3.375,46.5,57.125,73.5,63.875,60.5,0.3,0.5,5.6
998,764,Comfey,Fairy,,65,70,60,75,52,90,800000,1,60,0,7.1,1.775,52.9,56.325,67.1,59.875,58.1,3,62,6.9
999,771,Pyukumuku,Water,,48,91,85,15,60,130,800000,1,60,0,9.5,2.375,50.5,54.125,69.5,58.875,56.5,0.3,1,11.1
1000,827,Nickit,Dark,,30,45,30,20,28,28,800000,0,255,0,2.8,0.7,252.2,254.3,257.8,255.7,255,0.3,3.8,42.2
1001,828,Thievul,Dark,,70,125,90,65,58,58,800000,1,127,0,5.8,1.45,121.2,125.55,132.8,128.45,127,1.3,42,24.9
1002,835,Yamper,Electric,,100,20,20,70,45,50,800000,0,255,0,4.75,1.1875,250.25,253.5625,259.75,255.9375,254.75,2.5,520,83.2
1003,836,Boltund,Electric,,75,65,90,50,90,60,800000,1,45,0,7.5,1.875,37.5,44.625,52.5,48.375,46.5,1.4,89,45.4
1004,864,Cursola,Ghost,,75,65,50,130,95,50,800000,1,30,0,7.25,1.8125,22.75,30.4375,37.25,34.0625,32.25,1.4,89,45.4
1005,876,Indeedee,Psychic,Normal,60,105,95,95,65,55,800000,0,30,0,6,1.5,24,29,36,32,30.5,0.9,28,34.6
1006,290,Nincada,Bug,Ground,58,70,58,97,45,90,600000,0,255,0,6.75,1.6875,248.25,251.0625,261.75,254.4375,252.75,0.3,3,33.3
1007,291,Ninjask,Bug,Flying,72,40,49,40,90,45,600000,1,120,0,6.75,1.6875,113.25,120.5625,126.75,123.9375,122.25,1.2,100,69.4
1008,292,Shedinja,Bug,Ghost,122,80,69,30,90,45,600000,1,45,0,6.75,1.6875,38.25,45.5625,51.75,48.9375,47.25,3,650,72.2
1009,313,Volbeat,Bug,,90,80,70,75,73,75,600000,1,150,0,7.4,1.85,142.6,148.05,157.4,151.75,149.9,1.8,190,58.6
1010,333,Swablu,Normal,Flying,90,90,80,55,40,60,600000,0,255,0,5,1.25,250,252.75,260,255.25,254,2.3,150,28.4
1011,334,Altaria,Dragon,Flying,90,70,80,75,70,90,600000,1,45,0,8,2,37,42,53,46,44,2.3,215,40.6
1012,334,Mega Altaria,Dragon,Fairy,90,80,90,55,110,110,600000,1,45,0,11,2.75,34,42.25,56,47.75,45,2,175,43.8
1013,335,Zangoose,Normal,,70,120,50,85,115,60,600000,1,90,0,8.75,2.1875,81.25,90.5625,98.75,94.9375,92.75,1.8,40,12.3
1014,345,Lileep,Rock,Grass,28,40,30,82,41,77,600000,0,45,0,5.9,1.475,39.1,41.725,50.9,44.675,43.2,0.5,2,8
1015,346,Cradily,Rock,Grass,68,60,50,102,81,97,600000,1,45,0,8.9,2.225,36.1,41.975,53.9,46.425,44.2,1.4,11,5.6
1016,347,Anorith,Rock,Bug,88,100,75,142,95,50,600000,0,45,0,7.25,1.8125,37.75,45.4375,52.25,49.0625,47.25,3,50,5.6
1017,348,Armaldo,Rock,Bug,92,80,115,138,125,100,600000,1,45,0,11.25,2.8125,33.75,43.4375,56.25,49.0625,46.25,2.8,110,14
1018,349,Feebas,Water,,92,80,115,148,15,20,600000,0,255,0,1.75,0.4375,253.25,254.3125,256.75,255.1875,254.75,2.8,355,45.3
1019,350,Milotic,Water,,92,80,115,138,60,79,600000,1,60,0,6.95,1.7375,53.05,57.3125,66.95,60.7875,59.05,2.9,210,25
1020,366,Clamperl,Water,,92,80,145,128,64,85,600000,0,255,0,7.45,1.8625,247.55,252.0875,262.45,255.8125,253.95,2.9,785,93.3
1021,367,Huntail,Water,,140,145,95,130,104,105,600000,1,60,0,10.45,2.6125,49.55,57.3375,70.45,62.5625,59.95,20,950,2.4
1022,368,Gorebyss,Water,,60,53,50,72,84,105,600000,1,60,0,9.45,2.3625,50.55,56.5875,69.45,61.3125,58.95,0.6,12,33.3
1023,408,Cranidos,Rock,,100,63,60,97,125,40,600000,0,45,0,8.25,2.0625,36.75,47.1875,53.25,51.3125,49.25,1.9,105,29.1
1024,409,Rampardos,Rock,,100,63,60,97,165,60,600000,1,45,0,11.25,2.8125,33.75,47.4375,56.25,53.0625,50.25,1.9,105,29.1
1025,410,Shieldon,Rock,Steel,105,70,95,105,42,118,600000,0,45,0,8,2,37,39.2,53,43.2,41.2,1.8,70,21.6
1026,411,Bastiodon,Rock,Steel,80,100,50,200,52,168,600000,1,45,0,11,2.75,34,36.45,56,41.95,39.2,1.2,145,100.7
1027,456,Finneon,Water,,200,100,50,80,49,56,600000,0,190,0,5.25,1.3125,184.75,188.3375,195.25,190.9625,189.65,2.1,200,45.4
1028,457,Lumineon,Water,,100,65,110,30,69,76,600000,1,75,0,7.25,1.8125,67.75,72.8375,82.25,76.4625,74.65,2.2,800,165.3
1029,840,Applin,Grass,Dragon,100,145,80,130,40,80,600000,0,255,0,6,1.5,249,251.5,261,254.5,253,2,44.5,11.1
1030,841,Flapple,Grass,Dragon,100,80,80,80,110,80,600000,1,45,0,9.5,2.375,35.5,44.125,54.5,48.875,46.5,1.1,7.7,6.4
1031,842,Appletun,Grass,Dragon,100,85,130,50,85,80,600000,1,45,0,8.25,2.0625,36.75,43.1875,53.25,47.3125,45.25,2.4,809.1,140.5
1032,32,Nidoran??Poison,,"['Hustle', 'Poison Point', 'Rivalry']",100,165,100,150,40,40,0,235,0,0,4,1,-4,-1,4,1,0,2.4,53.6,9.3
